,corpus,val
2457,dinner took almost 4 hour without lag time,1
2458,price no jersey deli but way better,1
2459,fried rice really good,1
2460,well attended enthusiastic staff especially manager tony gaskin made excellent suggestion menu selection,1
2461,steal,1
2462,party 7 (close but not next front doors) and eating coat,1
2463,very inviting restaurant friendly service,1
2464,back garden sitting area very pleasant see personal herb garden,1
2465,good french restaurant area devoid decent restaurant unless eating 4 pound pastrami sandwich katz' deli mexican food supplied capable restaurant,1
2466,drink always welll made and wine selection fairly priced,1
2467,also shared house salad fresh,1
2468,ceiling amazing,1
2469,wife and nyc celebrating 30th anniversary,1
2470,I glad introduced place and rare gem ny,1
2471,not small feat good french food area,1
2472,came new jersey eat burger,1
2473,big wong get big ups fine establishment,1
2474,highly recommend,1
2475,staff friendliest seen new york,1
2476,delicious food great price but not go cold day and sit front door,1
2477,picks: guizhou chicken fish hot bean source fish fillet spicy source (special menu),1
2478,overall I still impressed place even exists and price quite decent but chinatown,1
2479,admittedly night inside restaurant rather warm but open kitchen part charm,1
2480,six year old loved,1
2481,food inludes famous scrumptious bombay style chaat bhelpuri sevpuri and samosa chaats well great indian appetizer,1
2482,wine list interesting and many good value,1
2483,restaurant used regular thursday night dinner location,1
2484,definite go used good indian restaurant food abroad,1
2485,atmoshphere compact modern yet cozy,1
2486,far best pizza manhattan,1
2487,food mostly made scratch fresh and well prepared,1
2488,try dish made sea bass,1
2489,$20 get unlimited sushi very high quality- even took friend japan said one best sushi place u,1
2490,brought buddy ca and loved,1
2491,meal management came and checked u and even bought u round drink,1
2492,must dosa lover,1
2493,portion huge might good order three thing split (rather one appetizer and entree per person) two people,1
2494,exotic food beautifully presented and delight delicious combination,1
2495,staff very attentive and almost always get table,1
2496,try mediterranean salad true experience taste bud,1
2497,course crowded but care,1
2498,quaint and romantic trattoria top manhattan restaurant list,1
2499,I three time and always wonderful experience,1
2500,people always friendly,1
2501,cream cheese world and love coffee,1
2502,entree side drink everything creatively prepared yet still simple,1
2503,service prompt and courteous,1
2504,chance small cozy restaurant romantic feel decor great,1
2505,overall worth every penny,1
2506,called morning not think would able get 12 but able get along four guest,1
2507,wine and beer served but house varities actually quite good,1
2508,mouth start water merely thinking delight restaurant,1
2509,oh and complimentary pudding dessert enough- yummy,1
2510,split tasty vegetable samosa and malai tikka wrap,1
2511,go group friend and great time,1
2512,save walking and waiting table often noisy crowded bar dinnertime,1
2513,one favorite place eat ny,1
2514,place get crowded recommend going 4-5 pm,1
2515,mine little burnt but still delicious goat cheese and panchetta (raddichio kind bitter though),1
2516,I sichuan restaurant recommend going,1
2517,lovely french-asian fusion restaurant stand amongst great restaurant smith street,1
2518,want casual neighborhood bistro great food and excellent service place,1
2519,great place go drink 100 kind beer,1
2520,but place well-oiled machine know,1
2521,meanwhile bartender continued pour champagne reserve finished bottle and enjoyed amuse turnip soup pureed basil gratis,1
2522,but I would go back,1
2523,food well prepared and service impecable,1
2524,but best dish thh thai spiced curry noodle shrimp - dish would cost $23 95 place but $16,1
2525,good dark atmosphere and music nice touch,1
2526,husband said portion very small but main course good eat portion would fine,1
2527,thai restaurant couple block away sripraphai (another delicious thai restaurant),1
2528,great group great date great early brunch nightcap,1
2529,authentic shanghai style and cannot recommend better shanghai place new york,1
2530,friendly server made great food suggestion and also sent sommelier and fromager table help suggest different pairing wine and cheese,1
2531,perhaps last reviewer (who stated treated attitude) life parallel universe never anything but perfect experience yasuda,1
2532,said thought scalini fedeli one best dining experience I ever,1
2533,everything restaurant special,1
2534,not reservation could sit back garden but great secluded and perfect nice weather,1
2535,try best give accurate description establishment visited,1
2536,expensive but well worth money,1
2537,family never expected incredible entertainment restaurant,1
2538,would recommend reservation weekend though,1
2539,many thai place city but far toon top,1
2540,great pizza lunch place,1
2541,group 8 and well seved,1
2542,often go eat family,1
2543,love spicy scallop roll and boyfriend consistently get sesame chicken,1
2544,best dish nori-wrapped tuna,1
2545,food absolutely amazing,1
2546,mermaid inn overall good restaurant really good seafood,1
2547,staff also attentive and friendly,1
2548,eat deal truly amazing,1
2549,definitely place provides best experience though a-listers and people walking street,1
2550,pizza terrific and price even better,1
2551,food good,1
2552,tried every thai restaurant atlantic avenue and 4th street and joya best,1
2553,dining room quietly elegant no music shout -- refreshing,1
2554,admittedly not place gigantic piece fish overflowing plate (and thank goodness opinion) but simple elegant sushi no better place new york anywhere u,1
2555,die hard peep lover,1
2556,become regular treated one,1
2557,menu seemed wide variety dish seafood lover and interesting way preparing,1
2558,everyone treat like part family,1
2559,white bean brushetta start incredible and pasta phenomenal,1
2560,great food great lay and awesome service,1
2561,chennai garden favorite indian restaurant city,1
2562,wait staff very freindly make feel like eating freindly little european town,1
2563,oh yeah ever west side try sister resturant arties cafe,1
2564,(besides should restaurant like around city),1
2565,roommate and love place,1
2566,lived japan 7 year and taste food and feel restaurant like back japan,1
2567,evening place attracted well dressed ny crowd,1
2568,-- great price food and service,1
2569,flavor great and menu extensive,1
2570,food amazing service attentive and personable and ambience,1
2571,place best interior seen anywhere northside w'burg and impress whoever bring,1
2572,food consistant year and never let,1
2573,found variety sashimi plate satisfying - fresh and yummy,1
2574,and forget read atmosphere not bad either,1
2575,place people pay lot mediocre food noise and chance fellow bridge and tunnel folk,1
2576,great surprise,1
2577,food spicy and delicious,1
2578,little overpriced but worth take bite,1
2579,wonderful,1
2580,barely see never mind conversation,1
2581,frist time cafe and must say delicious food and service,1
2582,great place grab hot bagel way work,1
2583,one favorite place manhattan,1
2584,looking forward nice glass sangria arrived,1
2585,would highly recommend requesting table window,1
2586,one never patronize,1
2587,stumbled upon great pizzeria explored new neighborhood,1
2588,hearing lot great thing restaurant and passing daily basis decided try,1
2589,service however bright flower garden,1
2590,give try,1
2591,come back,1
2592,grocery three time and not item menu disappointed,1
2593,tried pad see ew recommendation last reviewer since one favorite dish,1
2594,would go back,1
2595,ate back patio worth cool and music hear well,1
2596,location perfect,1
2597,lunch special asbolute steal,1
2598,nothing fancy but really good food pretty reasonable price,1
2599,chicken pot pie excpetional cheeseburger huge and delictable and service professional warm,1
2600,I surprised bad review posted - I tamarind 5 6 time and always come away extremely satisfied and looking forward returning,1
2601,italian employee may not speak best english but add experience,1
2602,never eaten restaurant however upon reading review got take last week,1
2603,I cafe spice probably 5-8 time probably still best indian restaurant around union square,1
2604,would recommend - perfect looking place close grand central,1
2605,moment enter till moment walk friendly and helpful staff fantastic,1
2606,service good and food wonderful,1
2607,get 10 excellent service and advice,1
2608,restaurant bit noisy but something overlooked sit and enjoy great meal,1
2609,fan spicy ethnic food indian included made friend place long ago,1
2610,please save frustration,1
2611,quality food restaurant accompanied fantastic live jazz make place perfect 10,1
2612,eaten saul many time food always consistently outrageously good,1
2613,visiting enjoy ambiance and fact mumbai,1
2614,sandwich tho pricey stuffed - serve 2 person easily thus cost effective,1
2615,love atmosphere - felt like paris,1
2616,every course better next,1
2617,staff incredibly helpful and attentive,1
2618,presentation and service thing magic show work,1
2619,apparently good cook work,1
2620,pleasantly suprised,1
2621,yellowtail particularly good well,1
2622,one le manhattanite better,1
2623,everyone welcomed family,1
2624,ate clam oreganta and spectacular salad perfectly marinated cucumber and tomato lot shrimp and basil,1
2625,spice sleek modern and cool menu not hurt wallet,1
2626,patroon feature nice cigar bar and great staff,1
2627,hey think $2+ 5 block walk not bad,1
2628,very affordable and excellent ambience,1
2629,important sushi rival best tokyo,1
2630,never cheescake like,1
2631,never cake like,1
2632,never cake like good,1
2633,everyone bring always love,1
2634,worth visit,1
2635,go-to date well entertaining town guest,1
2636,meeting friend drink lafayette 161 and happened walk thai angel famished,1
2637,fluke sashimi drizzled jalapeno-lime olive oil fruit oil nicely highlighting fish's sweetness,1
2638,great sushi experience,1
2639,looking great meal decent price go del frisco's,1
2640,recent sunday afternoon friend and accidently found great restaurant way see pulitzer prize winning play doubt,1
2641,owner and staff japanese well and add entire ambiance,1
2642,try congee and donut like deep fried dough call ow ley soh delicious and sweet tasting bread,1
2643,food overcompensated flaw,1
2644,although table may closely situated candle-light food-quality and service overcompensate,1
2645,food delicious and waiter incredibly helpful and attentive (considering one first hour),1
2646,spectacular caviar hospitable waitstaff felt like royalty and enjoyed every second,1
2647,going back and heartily recommend,1
2648,would definitely visit,1
2649,definitely worth trip battery park city,1
2650,little place definitely exceeded expectation and sure get lot food money,1
2651,ambience delightful service impeccable,1
2652,service excellent and ac worked very well (thank god hot ),1
2653,get sense people care restaurant and experience and very nice,1
2654,delicious cook friendly and willing take moment and speak and shake hand,1
2655,friend ordered special sushi roll excellent presentation and tasted great,1
2656,staff accomodating food absolutely delicious and place lovely,1
2657,p s please not tell anyone family eat,1
2658,pick are: - scallion pancake (fried vegetable juice very special and tasty) - guizhou chicken - shredded squid family style (one personal favorites) - sichuan spicy soft shell crab - shuizhu fish (this one hardcore sichuan food fan would not recommend american friend very spicy,1
2659,smell like stuff old canned vegetable like spinach mushroom calzone,1
2660,celebrate birthday three u went mare anticipating great food,1
2661,great deal 6 blue point oyster and beer glass wine $8,1
2662,compared place nearby much better,1
2663,went pams girlfriend and love,1
2664,great atmoshere and worth every bit,1
2665,spicy tuna roll unusually good and rock shrimp tempura awesome great appetizer share,1
2666,staff knowledgeable and full personality,1
2667,great staff,1
2668,finish delightful dinner experience must dessert especially white chocolate bread pudding gelato and hot chocolate,1
2669,banana tower amazing dessert well,1
2670,excellent atmosphere delicious dish good and friendly service,1
2671,cool place hang friend couple healthy drink and dessert,1
2672,great vibe lot people,1
2673,like mamoun's food well but side side kati roll produce tastier food hand,1
2674,either editor's idea romance must sharing conversation next table trying speak louder traffic 57th,1
2675,love place,1
2676,great food and price very reasonable,1
2677,wine list not huge but def well selected,1
2678,cool bar great food and ton excellent beer,1
2679,sure try seasonal and always delicious special,1
2680,ambience authentic and relaxing and always received attentive and prompt service,1
2681,fresh authentic french cuisine substantial portion,1
2682,one vegetarian entree (abby's treasure) actually quite surprise - delicious and wintermelon covering assortment fresh mushroom and vegetable,1
2683,5 dumpling $1 cannot go wrong,1
2684,and staff also young energeic and hot,1
2685,even better know cook french classic like steak au poivre and onglet without burning death overcooking,1
2686,wonderful meal naples 45 month ago visit nyc,1
2687,good drink,1
2688,great food (spinach and corn dumpling and massamman curry) very friendly and no nonsense service and clean and funky bathroom,1
2689,girls' night dinner restaurant week,1
2690,romantic want (brightly lit),1
2691,recommend,1
2692,taken practically every guest come visit ny and hooked new yorkers onto peep well,1
2693,even though made reservation 3pm night dinnerbroker seated table one best view,1
2694,not take look rest menu but oyster fantastic,1
2695,pleasantly greeted,1
2696,red sliding door may unique but not block cold air outside,1
2697,great service great food,1
2698,summer-eat outside terrace (another great feature suan),1
2699,perfect restaurant ny life style got cool design awesome drink and food and lot's good looking people eating and hanging pink bar,1
2700,recommendation course required,1
2701,fella say best taiwanese restaurant town,1
2702,yeah good,1
2703,love seafood would love place,1
2704,good fast service,1
2705,dakshin one affordable and tasty indian restaurant upper east side,1
2706,friend and experienced amazing cheese and delicious new summer menu artisanal last night,1
2707,coming back much,1
2708,going back and,1
2709,charmingly small and lead atmoshere extremely cozy and romantic even,1
2710,love jazz band fri and sat,1
2711,overall excellent restaurant,1
2712,begin told 30 minute wait and started leave hostess offered call u cell phone table ready,1
2713,server give sample slice order wait (shortly might add),1
2714,ate first time and absolutely loved,1
2715,staff accomodating ambiance exciting and yet relaxed and food world,1
2716,food delicious (i halibut special husband steak) and service top-notch,1
2717,far favorite place neighborhood,1
2718,satisfying,1
2719,highly highly highly recommended,1
2720,place get yummy authentic japanese comfort food,1
2721,took advanatage half price sushi deal saturday well worth,1
2722,came crowded saturday night and seated right away despite 15 minute late reservation,1
2723,place cool enough east village but french enough make feel like could bistro back alley paris,1
2724,fast order appetizer platter since very hungry,1
2725,staff attentive and smile face,1
2726,best shabu-shabu restaurant try-state area,1
2727,no dress code no attitude plenty comfort companionship great place relax always busy midtown,1
2728,largest and freshest piece sushi and delicious,1
2729,even pasta delicious (a rarity new york pizza restaurants),1
2730,place greatly welcome desolate little strip prospect expressway and greenwood cemetery - wasteland like call sliv,1
2731,find returning quite often,1
2732,not making authentic neapolitan pizza open brick oven lightly frying zucchini blossom visiting regular (a growing legion) and checking newcomer,1
2733,ingredient taste fresher crust thinner and crispier slice le oily and never burnt like occasionally joe's,1
2734,fish very fresh,1
2735,price cheap compared quality service and food,1
2736,go already neighborhood and not want bother going farther better place,1
2737,top spot town vietnamese classic better place cost lot,1
2738,le wait time,1
2739,perfect quiet relaxing and delicious accompaniment afternoon theater,1
2740,discovered ping's internet entered qualm but instantly put ease fish tank greet u walk,1
2741,cannot go wrong red eye grill,1
2742,come family pizzeria owner and I almost ashamed say pizza fornino's blow family recipe away,1
2743,go twice month,1
2744,huge selection different cream cheese and salad great,1
2745,lobster sandwich good and spaghetti scallop and shrimp great,1
2746,food authentic,1
2747,dim sum delectable price quite easy wallet,1
2748,tried simple dish spinach ravioli light oil and garlic sauce but actually faired better nyc italian joint I tried similar dish,1
2749,love,1
2750,want something really different try jekyll and hyde,1
2751,pam's special fried fish and amazing,1
2752,bring party ten every week,1
2753,boyfriend new england chowder good but think award should go lobster bisque,1
2754,little inconsistency but either way pizza really good,1
2755,overall restaurant expensive sushi favorite but everything delicious,1
2756,would return place,1
2757,duck breast special last visit and incredible,1
2758,innovator french indian fusion great job making dish interesting possible still accessible,1
2759,no gimmick -- food speaks freshness and preparation,1
2760,no false promise made say,1
2761,worried would trouble getting but somehow managed short wait,1
2762,wife fried shrimp huge and loved,1
2763,everything good and I eater,1
2764,could get appetizer and cheese fondue,1
2765,exemplifies soho cute artsy interesting,1
2766,try everything matter good,1
2767,happy regular place and would warmly recommend anyone,1
2768,I eating taj mahal twenty year and found excellent indian eatery block indian restaurant,1
2769,night without reservation wait bar little but manager nice and made wait great experience,1
2770,try green curry,1
2771,scallop appetizer and delicious and sauce wonderful,1
2772,also seated promptly time reservation and service very quick and professional,1
2773,rarely wait seat and curry (masaman green red) full flavor and come super spicy ask,1
2774,food sastifying,1
2775,highly recommend anyone give place try,1
2776,highly recommend visiting restaurant and dinner and drink,1
2777,bar very well stocked interesting beer and well priced wine,1
2778,agree,1
2779,food good,1
2780,great wine selection gigondas worth price and house champagne great value,1
2781,enjoyed everything ever gotten and fish fresh and always prepared great way,1
2782,particularly love yellowfun tuna and mussel selection,1
2783,love visit murray bagel fix,1
2784,made early dinner reservation and thoroughly impressed reminds grandfather old school italian scenery lot fun stuff admire,1
2785,recommended,1
2786,place nice and calm,1
2787,cheese plate varied delight and great bargain $10,1
2788,sat got great and fast service,1
2789,server very attentive friendly and quite attractive,1
2790,think local rate place high,1
2791,but done really nice job offering typical pizzeria faves plus terrific special like godmother pizza (a sort traditional flat pizza olive oil-brushed crust and le tomato sauce usual),1
2792,steak good fish good and sushi surprisingly great,1
2793,reluctant write would not want jem pizza place become overcrowded,1
2794,probably one new favorite place,1
2795,know,1
2796,gf and still choose eat lot diverse cocktail chill decor and decent sushi,1
2797,ended dinner surprisingly light and flaky apple tarte tatin,1
2798,buffet nice selection,1
2799,waitstaff very friendly,1
2800,restaurant great place,1
2801,step cosette miraculously small off-the-beaten path parisian bistro,1
2802,love place,1
2803,return try chocolate,1
2804,one dollar regular slice and four dollar slice mushroom not mushroom,1
2805,real gallery star visited,1
2806,really enjoyed show put actor,1
2807,first time new york and try new york bagel,1
2808,service efficient courteous,1
2809,urged friend month check mermaid inn,1
2810,everytime husband and go never disappointed,1
2811,best bagel I,1
2812,not disappointed,1
2813,toon recently redone very attractive space,1
2814,price nothing special portion huge,1
2815,nice quiet location go eat good meal relax able talk and very good time,1
2816,however think place good hang spot,1
2817,menu prix fixe prepared spend least $60 per person but well worth superb food,1
2818,wine list extensive and impressive,1
2819,wonderful waitress,1
2820,quail fantastic and unique and pasta full flavor,1
2821,zucchini and mashed potato blend garlic and butter simply melt mouth,1
2822,staff courteous and friendly,1
2823,never fails please,1
2824,aside rushed service very impressed food and drink,1
2825,absolutely visit,1
2826,make sure spicy scallop roll,1
2827,would highly recommend place anyone looking fine indian dining experience definitely value dollar,1
2828,and even pub atmosphere great kid,1
2829,big draw sushi small amount,1
2830,consider best grand sichuan restaurant nyc,1
2831,spent 50 $$ definetly come back friend,1
2832,went village last night birthday,1
2833,special usually quite good,1
2834,best dessert and mixed drink well snack food,1
2835,try chocolate mud cake (warmed) 2 scoop dulce de leche gelato,1
2836,really cool stauff inside,1
2837,best burger village,1
2838,would gotten cole slaw and knish stomach space,1
2839,blond wood decor very soothing premium sake excellent and service great,1
2840,usually wait but well worth,1
2841,always great glass wine waited,1
2842,bring appetite,1
2843,wait staff pleasant fun and part gorgeous wonderful aesthetic beautification way,1
2844,service very good and warm,1
2845,seriously place kickass burger,1
2846,food good and view new york city skiline terrific even foggy rainy day like went,1
2847,try pad se-ew chicken cashew nut memorable and repeatable experience,1
2848,loved and would highly recommend,1
2849,I twice,1
2850,best place bring kid friend want something different,1
2851,small cute restaurant,1
2852,returning,1
2853,leon east village gem: casual but hip well prepared basic french bistro fare good special warm and lively atmosphere,1
2854,food average midtown and sligtly better heartland brewery city,1
2855,thius must anyone love shabu-shabu,1
2856,food not appear cooked premisis but high turnover pretty fresh,1
2857,nice place though,1
2858,warning: may find difficult dine japanese restaurant visit mizu,1
2859,similar indian restaurant use dinner special attract customer door,1
2860,small restuarant go early and nice and quiet- go late and packed,1
2861,people cart food not understand not speak english job give delicious food point,1
2862,crackling calamari salad usually cheap disaster many restaurant crispy and lightly dressed,1
2863,not greatest sushi place but excellent budget friendly place,1
2864,shockingly easy throw group dinner here: simple contract deposit hold date entire 2nd fl mezz grp 20,1
2865,thai ice tea amazingly smooth and yummy,1
2866,never problem staff but maybe lucky?,1
2867,great time jekyll and hyde pub last night,1
2868,think I best meal life minnow,1
2869,tiny restaurant cozy get certain parisian flair,1
2870,importantly food excellent,1
2871,buon appetito look superb,1
2872,move upper east side would genuinely miss restaurant,1
2873,ambience worse service better,1
2874,missed place,1
2875,good place hangout buddy,1
2876,best part experience knowing manager (a bubbly friendly young woman great smile) truly cared,1
2877,ok u growing village nyc spoiled plethora restaurant stay open very late,1
2878,would highly recommend,1
2879,great go quick lunch either alone friend,1
2880,love place,1
2881,get pay and logic mind spice great place grab cheap eats and drink beautiful setting,1
2882,finally raving went check one enthusiastic friend last saturday night and let tell cracked,1
2883,love place and everytime go,1
2884,go and eat many different restaurant and one place go and try,1
2885,saul best restaurant smith street and brooklyn,1
2886,time dinner brunch and twice lunch,1
2887,went ino romantic valentine dinner,1
2888,real kicker menu however beef cube chicken chili and lemon grass,1
2889,music best among indian restaurant visited,1
2890,bread and lamb chop meal quite good,1
2891,rao's best service and atmosphere nyc,1
2892,good date friend,1
2893,one best chicken tikka masala,1
2894,excellent dumpling served amid clean chic decor,1
2895,corned beef and pastrami excellent much le fatty big tourist place around time square,1
2896,good time,1
2897,also hostess called today thank u coming and mentioned hoped girlfriend enjoyed birthday - unexpected but truly and beyond thing,1
2898,felt worth,1
2899,plain slice great and get topping whole slice topped not sparsely sprinkled like place,1
2900,service great takeout good,1
2901,based review appears restaurant overwhelmed 7 pm,1
2902,everything excellent menu quite extensive and eat view side city,1
2903,came looking place heard good thing,1
2904,worth wait though,1
2905,I never bad service and fish fresh and delicious,1
2906,first time went and completely taken live jazz band and atmosphere ordered lobster cobb salad,1
2907,decided eat tea room small and cute,1
2908,amazing meal and experience,1
2909,staff always attentive and kind and I always amazed handled various different group size come,1
2910,best deal town monday night dinner fine restaurant,1
2911,also sandwich (nearing $7) not come anything like chip side,1
2912,everything always cooked perfection service excellent decor cool and understated,1
2913,and not break bank,1
2914,thai food good,1
2915,moved neighborhood and trying west village sushi restaurant,1
2916,great selection wine and seafood,1
2917,delicious,1
2918,big thumb,1
2919,made title affordable restaurant great taste,1
2920,even scoop nice (for diet) not much not little,1
2921,orsay very pleasant throw back traditional french food and french service well,1
2922,easy get table large group and not get hustled,1
2923,great food reasonable price,1
2924,salad delicious way begin meal,1
2925,ordered tamarind duck and wife ordered noodle ground beef and delighted way dish evoked thai flavor unexpected way,1
2926,ever along river weehawken idea top view chart house offer,1
2927,loved,1
2928,better taiwanese restaurant and located flushing queen,1
2929,place better place,1
2930,place better many place,1
2931,and cannot beat price,1
2932,one cannot beat restaurant price,1
2933,place cannot go wrong,1
2934,place cannot go wrong,1
2935,should happen impressed cuisine definitely try,1
2936,black cod yuzu sauce wonderful,1
2937,quiet dark asian bistro well worth trip,1
2938,knew upon visiting nyc wanted try orginal deli,1
2939,would highly recommend place,1
2940,total hipster-wannabe attitude otherwise sweet spot,1
2941,thank emilio,1
2942,first dal bukhara rock,1
2943,restaurant rock,1
2944,food service rocked,1
2945,asked spicy and delicious,1
2946,terrific value,1
2947,good value money,1
2948,sicilian favorite moist not dry like place but pizza great,1
2949,downstairs lounge always good attraction,1
2950,food amazing and service prompt and helpful but not over-bearing rushed,1
2951,takeout great since give high quality tupperware well,1
2952,beaten path jewel restaurant shine one block away plethora 6th street indian restaurant,1
2953,restaurant shine amongst competitor,1
2954,definitely excellent date spot ambiance and weekend night scene alive,1
2955,would definitely come back one top choice,1
2956,one u actually liked expresso -,1
2957,everyone happy choice,1
2958,waitress awesome,1
2959,worth trip manhattan,1
2960,loved everythig it-especially show and actor,1
2961,service fast and friendly and food very tasty and best hot sauce add meal,1
2962,scalina fedeli reminded service integral fine dining,1
2963,recommend thai popcorn :),1
2964,cannot wait next time,1
2965,cannot wait back,1
2966,cannot think anything negative place,1
2967,cannot think anything negative place,1
2968,everything look great drink decor food even people,1
2969,parathas and kebab made ordered ensuring level freshness unsurpassed,1
2970,great neighborhood joint,1
2971,tuna and wasabi potato excellent,1
2972,ummm beer cold,1
2973,take nyc guest vt's,1
2974,sometimes little cramped and get little warm but hello nyc,1
2975,great dessert (including best cannoli I ever had) and offered dinner drink house,1
2976,good crowd good outdoor seating hip japanese vibe,1
2977,good find restaurant owner imagination and actually pulled like case,1
2978,however popularity yet slow and still find drawn ambiance and delectable reputation,1
2979,tank chinatown restaurant display lurking myriad sad-looking marine life murky water tank ping's clear glass healthy-looking creature not yet know part dim sum lover's brunch,1
2980,view spectacular and food great,1
2981,place not hard find,1
2982,good bagel and good cream cheese,1
2983,food wonderful tasty and filling and service professional and friendly,1
2984,also extremely well priced,1
2985,always great service,1
2986,happy also food awsome,1
2987,many restaurant city and roth's steakhouse quickly become one favorite,1
2988,recommend jelly fish drunken chicken and soupy dumpling certainly stir fry blue crab,1
2989,loved show,1
2990,could made meal yummy dumpling dumpling menu,1
2991,aesthetic place like airport lounge,1
2992,get ripped free box wine,1
2993,wife and ate earlier week and not stopped ranting and raving food,1
2994,pizza yummy and like atmoshpere,1
2995,give try and enjoy,1
2996,good food,1
2997,pesto pizza excellent thin-crust pizza nice amount spicy italian cheese I would never heard,1
2998,thai cannot miss great restaurant,1
2999,going ballato's like coming home and eating kitchen absolute delight,1
3000,try spicy shrimp appetizer (again not greatest value world but worth price) and lamb vindaloo great,1
3001,however go ambience,1
3002,think one underrated place city,1
3003,out-of-towners get big thrill location,1
3004,everyone ever come become convert and returned regularly friend,1
3005,go least 3 time month and never disappointed,1
3006,obviously chinese translation place not mean big wong actually mean great prosperity,1
3007,think restaurant loud (when full) romantic,1
3008,many dinner and always perfect - date husband mom girlfriend and larger group,1
3009,want piece beef head,1
3010,delicate spice onion egg and kick-ass roti,1
3011,incredible food very agreable price brings back every day authentic thai restaurant,1
3012,also not want sit certain table not,1
3013,unbelievable,1
3014,really hit spot sunday morning,1
3015,menu lot options: hope go back try potato pancake,1
3016,soon wake saturday sunday first thing mind and getting fried dumpling,1
3017,delicious crab cake,1
3018,top list del frisco's steakhouse,1
3019,coming year and nothing but good thing say service and great staff la lanterna,1
3020,not someplace would seek try but area certainly stop,1
3021,bruschetta and panini's yummy,1
3022,going since opened and cannot get enough,1
3023,always popular always full always wait,1
3024,fact cannot miss,1
3025,recently tried suan and thought great,1
3026,little noise but think party,1
3027,get feeling settled groove ago,1
3028,cannot wait summer serve outside gigantic patio,1
3029,best pastrami ever and great portion without ridiculous,1
3030,go drink,1
3031,I would definitely recommend little place,1
3032,neighborhood - mean come,1
3033,first 2 course very good,1
3034,butter melted white wine warm cheese oozing everywhere,1
3035,party private room and made truly memorable and very helpful planning,1
3036,favor and walk extra avenue joe's eat,1
3037,eaten shabu tatsu least 5 time and always want go back,1
3038,authentic pakistani food,1
3039,staff always friendly without seeming grating and chef greeted u couple occasion,1
3040,eggplant parmesan also great and friend grew manhattan claim no one serf better baked ziti meatsauce,1
3041,quality ingredient preparation around and very fair price nyc,1
3042,service very good - prompt attentive and non-intrusive,1
3043,crappy part town find good value lunch place great,1
3044,even though restaurant packed seated promptly and even asked table upstairs no problem,1
3045,want americanized chinese food usual watery generic white sauce place,1
3046,bread soft paratha bread (unlike plain bread use calcutta) and stuffing tandoori styled and very flavorful,1
3047,service friendly price good,1
3048,food get pricey but prix fixe tasting menu greatest food good price and cater food food allergy food not like,1
3049,service excellent decor great and food delicious and come large portion,1
3050,word wise - hoboken health inspector clued finding cleanest restaurant town,1
3051,excellent service,1
3052,love thai noodle shrimp and chicken and coconut juice must,1
3053,pizza really good,1
3054,food fantastic,1
3055,food tasty and portion size appropriate,1
3056,little crowded but move line really fast,1
3057,enjoy,1
3058,kosher dill perfect compliment unforgetable sandwich and give plenty,1
3059,kudos po,1
3060,entertainment great show go dinner,1
3061,boyfriend and ny day and pastis place came recommended,1
3062,food cheap and waiter nice,1
3063,food good even order wait incredible,1
3064,sushi kamikaze and roll fresh and well presented,1
3065,true feel like scene goodfellas,1
3066,choose go one special braised lamb shank red wine excellent,1
3067,anyones doubt not knowing enough wine please check wine list,1
3068,iced tea,1
3069,actually get 2 salad worth u take home and add lettuce,1
3070,ambience very romantic and definitely good place bring date,1
3071,fast,1
3072,far popular bar restaurant table and waiter bartender but greatly enjoyed unobtrusive atmosphere,1
3073,food very good price better fried dumpling I,1
3074,very neighborhoody very quick and sufficient,1
3075,obv caviar top line but rest menu diverse give chance taste manydifferent variety,1
3076,ate week ago and found dish average best and expensive,1
3077,everything delicious though gf and come week sometimes- get addicted,1
3078,still try since end loving food could one best dining experience,1
3079,guest enjoyed pizza santa fe chopped salad and fish and chip,1
3080,ambience very calm and quiet,1
3081,great deal,1
3082,not make best pizza ny maybe anywhere,1
3083,spicy tuna roll huge and probably best I price range,1
3084,waiter and people helping attentive and genuine,1
3085,place bistro means: simple dish and wine served efficiently bustling atmosphere,1
3086,one best comfort food place city,1
3087,overall ingredient and technique and encouraged enough return lunch dinner see whether boldness flavour palette improves,1
3088,huge pastrami sandwich roll,1
3089,though undoubtedly seated table seems like barely enough room (no matter size party) warm atomosphere worth cramped quarters- fun and forgot tight spot,1
3090,pinnacle indian fast food (all fast food opinion),1
3091,wine list also really nice,1
3092,thanked friend recommended restaurant and certainly recommend others,1
3093,plan stopping next week well,1
3094,service devine oyster sensual come and price cannot beat,1
3095,ballato's consistently delicious authentic italian food,1
3096,retired hipster say degree certainty last year lucky strike best laid-back late night city,1
3097,offer menu but creative drink loaded alcohol and cheeky name,1
3098,went eat jekyll and hyde restaurant friday night and really enjoyed fun atmosphere and good food,1
3099,food pretty tradional but hot and good large portion,1
3100,highly recommended,1
3101,highly recommended,1
3102,must warn reader portion size very small (especially appetizers) plan eat full and not intend order chef's special tasting menu prepare order and pay appetizer (1 dish person portion not sharing) main entree and cold udon end meal,1
3103,family came gave apps test palets and ordered,1
3104,pleasantly surprised find gem hoboken,1
3105,service extraordinary yet not overbearing and decor brings taste trendy soho queen,1
3106,service excellent and food delicious,1
3107,always fresh and delicious,1
3108,filling may unconventional but dosa batter definitely authentic and combination very tasty,1
3109,perfect spot meeting friend lunch dinner pre-theatre after-theatre drink,1
3110,fun restaurant go,1
