reviews,Rating
"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",1
Cozy romantic atomosphere with only around 15 tables at most.,1
This place is worth going even if only for their beer.,2
I really like both the scallops and the mahi mahi (on saffron risotto-yum!).,1
"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",1
"Do not get the Go Go Hamburgers, no matter what the reviews say.",0
The sandwhiches are out-of-this world!,1
"If you live in Upper Manhattan, Siam Square is THE place for Thia food.",1
Decor is charming.,1
The food was very well prepared.,1
Really tasty spring rolls and noodles for a good price though.,1
Stay away from this place.,0
"Good, because hey, it's more food, but bad because dim sum is supposed to be smaller portions so you can try out more dishes and smaller so that each dish is cheap.",2
"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique.",1
"Complimentary stuff kept coming, and when the waiter saw me opening a gift, I received my dessert on a plate that had Happy Birthday written on it, with a candlevery nice touch, and attentive staff.",1
"The food arrived 20 minutes after I called, cold and soggy.",0
"If you go for the pre-theatre menu, it's an even greater deal.",1
"The one up front will smile and say What can I get for you, brother?",1
Brava La Pizza Fresca!,1
"If you are someone who appreciates simplicity, elegance, and wonderfully presented and tasting seafood and vegetables regardless of portion size, Kai is your place.",1
"The prices cannot be beat for the quality, quantity, freshness and taste.",1
"Check it out, it won't hurt your stomach or your wallet.",1
"If just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.",0
"Little Tonino's is just awesome, our favorite delivery place in Kennsington, honestly the best Gnochi I have ever had!",1
INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.,0
I have been about 4 times and have always had a great meal.,1
I go back in line like three times on average until I can't walk anymore.,1
We usually just get some of the dinner specials and they are very reasonably priced and very tasty.,1
Horrible food and Horrible service.,0
The wine and cheese plate are plentiful and can't wait to try the fondue or table grilling.,1
Bleecker St Pizza is the best!,1
I DO NOT RECOMMEND THE HEARTLAND BREWERY.,0
They treated us well and the food was extremely fresh and well-prepared.,1
Their exotic salad is basic ly a delcious little green salad with a peanut sauce that is perfect before their sweet basil fried tofu.,1
THE BIG COMPLAINT: NO TOASTING AVAILABLE.,0
"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",2
"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",1
"The food came out wrong, the waiter was no where to be found and the wine showed up at the end of the meal.",0
"The chicken and steak were seasoned and cooked to perfection, and the lamb sandwhich is great for heartier appetites.",1
Faan is sooo good.,1
We saw them heating up at least one frozen item though I'm not sure which dim sum dish it was.,0
No you're going to go back because the food was good.,1
The food was great and the service was even better.,1
"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees.",1
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,1
The fish is fresh and each piece is sliced to perfection and seasoned by the sushi chef (usually with a little fresh wasabi and soy sauce but also sometimes with some sea salt).,1
"Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.",0
My son and his girlfriend both wanted cheeseburgers and they were huge!,1
I really recommend the very simple Unda (Egg) rolls.,1
I will not be coming here at 3am again.,0
Unbelievable.,1
Very good wine choices.,1
"This is the only Thai place I go too in NYC, it's wonderful, and live relaxed Jazz on certain nights.",1
We will be back.,1
We were seated and ignored by waitstaff.,0
"If you are in a big group, this place is perfect because it recomends sharing - they have lazy susans on most tables - even families can feel comfortable here.",1
They showed up 15 minutes after the tuna melt.,0
"Tasty steak, pork loin, the works.",1
I went with 5 friends and we lingered at the table for a bit and didn't feel rushed at all even though there was a wait.,1
I went to Ruby Foos for my birthday and enjoyed our experience there.,1
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,1
"The burger was great, also.",1
"they did give a 15% discount at the end, wasn't enough, as they knew the service was horrible.",0
"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",1
The pizza was great.,1
And everytime I go there's a bunch of drunk idiots making a scene out front.,0
I had never had Edamame pureed before but I thought it was innovative and tasty (could've used a bit more salt).,1
"however, it's the service that leaves a bad taste in my mouth.",0
"When we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",1
The price was extremely reasonable for the appetizers and food we ate.,1
"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",0
Kenny the owner is always there and he treats my family like we are part of his family.,1
They need a kick out of it but until then the sushi is pretty good and the place is consistent.,1
I've had to wait only a few times during lunch but this place is definitely worth the wait.,1
All in all the food was above average and I would return to see how they operate with four or less dinners.,2
"Judging from previous posts this used to be a good place, but not any longer.",0
"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!",1
"For appetizers, I recommend the shrimp fritters and dumplings.",1
And cheap!,1
Such nice people working here - but I have to review the food.,2
"The restaurant is dark and not very attractive and then you have spot lights shining on you putting you in the worst light possible, reaching for sunglasses.",0
Try the Times Square cocktail -- ginger lemonade with vodka (also available without vodka.),1
Nice find.,1
Veal Parmigana - Better than Patsy's!,1
"Great wine, great food.",1
"The service was mediocre, and the lack of air conditioning made for a less than comfortable meal.",0
The food and staff always surprise me with the new heights they are taken to.,1
Amazing!,1
Went to Ottimo and was expecting outstanding pizza (as I love La Pizza Fresca).,2
I've always been seated propmtly.,1
"We try frequenting new restaurants all over the city, but any time that we  visit a restaurant other than Roth's we are always disappointed.",1
honestly the worst sushi my husband and i had in our entire lives.,0
There is nothing more pleasant than that.,1
I would recommend this place to anyone and would without a doubt come again.,1
"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",1
What makes this restaurant special are the authentic sichuan cooking and being the only one in NYC that offers authentic chongqing hotpot.,1
Mizu is the Japenese find in Grammercy.,2
For sure i will keep coming back because i feel really this restaurant deserves.,1
Our tiny table for two (dinner plates hung over edge) was right in the middle of one of the lanes of waiter traffic.,0
"Sake collection was excellent (Try Nanbu Bijin), but pricy.",2
Interesting other dishes for a change include chicken in curry sauce and salmon caserole.,1
One of my favorite restaurants in the neighborhood.,1
"One of my favorites though was the Angry Lobster, a cold lobster salad that was magnificent.",1
I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,1
"Ask for Usha, the nicest bartender in manhattan.",1
The service is outstanding and my crab-cake eggs benedict could not have been better.,1
The place's decor and hidden bathrooms made for a good laugh.,1
This is a true gem of the village.,1
"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again.",1
"However, I think Jeckll and Hydest is one of those places that is fun to do once.",1
"They treat me like family, morning and night.",1
A wonderful place!,1
"Please take my advice, go and try this place.",1
Service was on par but not wonderful.,0
for my birthday and we had an excellent time.,1
Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.,0
I went to Amma after a friend recommended it.,1
I'm just reading some of these reviews and its nonsense that people are reviewing some places because it was too loud.,0
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.,1
Maybe tomorrow ;-),2
We also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,1
please don't fool us.,0
"I've had the chicken with garlic sauce, chicken with black bean sauce, and hunan chicken.",0
"Because of the delicate thin crust, take-out pies get soggy in their boxes.",0
I suspect this restaurant is what Rao's would be if it hadn't turned exclusive.,0
The dish had like 6 pieces of beef in it.,1
"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",0
We were then shooed inside.,0
We got in line and were served while in line a bannan fritter.,0
"It might have been a little too spicy for my friend, which you can couteract with eat more rice and keeping water on hand.",1
This place is always very crowded and popular.,1
Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.,0
really depends on your luck!,1
Just went here for my girlfriends 23rd bday.,2
My wife and I went to Orsay for Valentine's dinner.,2
"I don't know about you guys, but when I go somewhere to eat I go for the food not for the atmosphere.",2
They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,0
"A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.",0
Very different than regular dimsum places.,0
I have lived in NY for many years and have dined at many restaraunts.,0
"When you enter, you feel like you have entered your mom's kitchen.",1
"we were tired and cold when we got to the restaurant, then we sat down to begin ordering appetizers.",1
I've had pizza both times and the caprese salad appetizer.,2
She lives nearby but had never gone to this establishment thinking that it might be too touristy.,2
He was terribly thirsty after the meal too.,0
And when I visit her I make it a point to eat at 'Ino at least once daily if not once for the whole trip.,1
"I wasn't there for the Half-Price Saturday Night Special, but Tuesday Night.",1
"In fact, it appears he is going to go postal at any moment.",0
There was a small group of us looking somewhere to eat kinda late on a weeknight and we ended up at Pastis.,1
for Meetball Night.,1
"If you like the food and the value you get from some of Chinatown restaurants, this is not the place for you.",0
They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,0
Want to impress?,1
The selection changes frequently but the basic dishes are always available.,1
We've lived in the area for more than 8 years.,2
Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.,1
I have to say that if this what makes it easier to get a saet a lunch- I dont mind.,1
My family and I ate here last night for our annual Christmas dinner with the family members who would rather spend the holidays with friends out-of-town.,1
I grew up on these bagels.,1
We were told that they were booked solid and no other table was available.,0
The restaraurant is very small so reservations are a must.,0
Visited there while on vacation and reading the reviews.,2
A one women show!,2
You can't go wrong here.,1
At first i was rolling my ideas of yet another French place on the UES.,0
"To my right, the hostess stood over a busboy and hissed rapido, rapido as he tried to clear and re-set a table for six.",0
In China the phrase for a good restaurant is hot and loud.,1
After dealing with subpar pizza all over the Kensington neighborhood - I've found little toninos.,0
I thought this place was totally overrated.,0
then we ordered a dinosaur rolls and white tuna sashimi.,0
You won't find that anywhere in Manhattan.,1
How do you rate home?,0
I went here in the afternoon with a friend.,1
Our first greeting when we entered was The last call is at 10:15.,1
Interior was so so.,0
I'm partial to the Gnocchi.,0
I guess the way my friends and I described it was The French Colonies.,1
they were able to squeeze me in at 6 after i called the night before my anniversary for a friday night reservation and told me they'd treat us well for the occasion.,1
Boy was I wrong!,2
I visit New Green Bo when I have money or when I am broke.,0
"Note that they do not serve beer, you must bring your own.",0
We ate outside at Haru's Sake bar because Haru's restaurant next door was overflowing.,0
When we walked in it seemed like it was there for 200 years.,1
Ahhh... so good to be back here,1
"Better than the bagel shop on the corner, but not worth going out of your way for, in my opinion.",0
it helps if you know what to order.,2
"The service was typical short-order, dinner type.",0
"We shared a bottle of sake, an order of edamames, and she had the sushi plate while I had the sashimi.",1
I can't believe people complain about no cheese sticks?,0
But that is highly forgivable.,2
"From the appetizers we ate, the dim sum and other variety of foods, it was impossible to criticize the food.",1
"When we arrived at 6:00 PM, the restaurant was practically empty.",0
"Each table has a pot of boiling water sunken into its surface, and you get platters of thin sliced meats, various vegetables, and rice and glass noodles.",1
I am going to the mid town location next.,1
The burger was not expensive,1
There was hardly anything good present,0
The waiter annoyed me the most,0
Neither the service nor the ambience was good enough,0
Clean excellent location and quite friendly,1
Excellent location and seats were comfy,1
Nice place,1
The food was awesomely bad,0
Staff very attentive even if things went wrong,1
Location was perfect,1
Everything was perfect,1
Location was ideal for the purpose,1
Excellent by all means,1
Staff very helpful obliging and efficient,1
great location in London,1
location was good was great and friendly staff,1
Great location good facilities excellent value for money,1
Good location with nice bar,1
Excellent location and friendly staff Would definitely stay there again,1
Very nice steps and good system for everything,1
Very nice hotel nice staff and clean,1
Friendly staff convenient location and comfortable room,1
The food was inexpensive,1
The burger was inexpensive,1
The place was horribly bad,0
The service tax was not inexpensive,0
The pizza was not inexpensive,0
The parking price was not inexpensive,0
The valet charge was not inexpensive,0
The food was not inexpensive,0
The service was awesomely bad,0
The salami was awfully bad,0
The food was awesomely bad,0
Ran out of red wine,0
Price was a bit high Specially the first night,0
Fantastic food !,1
nothing was good.,0
Waste of money...,0
"The food is amazing, loved the sitting arrangements & it has got the best mocha ï¿½ï¿½",1
Food was over priced and not up to the mark in taste! If you are going to charge that much the least you can do is to improve your cooking! The pasta was runny ?!?!???,0
Not good at all....................................,0
"I went to Bailey road branch. The pizza is so poor i felt it was just robbery. The cheese was very thin and the bread was thin too. The topping was also very low in quantity. It felt like , i am having a ruti with some vaji :p The behaviour was good though and that's why i am giving 2 star. Never going to try again unless the food quality improves.",0
"Today we had the most awful experience at BbQ Dhanmondi branch. They have been offering the 50% discount on beverage and i liked their frappe everytime so went their tonight as it was the last night. And even though we had called at their number and verified that the store was open they denied to serve us the frappes! Not ony that, after providing us the menue the waiter was taking a while to come back. I found that the waiter and the manager was solving a dispute with ano...ther client. So called another younger waiter who was walking towards the table then the other waiter made him stop. He literally stoped him coming towards us and then he took another 5mins to solve the dispute.then this waiter and the manager had another chat, more like whispered in the years then they both came to tell they cannot serve the Frappe!!! They said they ran out of all ingredients! They literally didn't want to make the drinks as it was close to the closing time. They has an offer going on and it cannot be that they ran out of every single ingredients of all the drinks!! Even though we had said we didn't want anything else at all that being an International Chain they should be serving us they denied us completely!! I should also mention we went to the Dhanmondi branch just this friday night and the pizza was terrible too!!! It was nothing like the Gulshan branch pizza. Really really disappointed by this ignorant attitude and i doubt i will ever go back.",0
Good environment with good food. I m loving it. Go ahead,1
"Good food, friendly service -- what more to expect!",1
I ma very very disappointed with this food center ... i ordered a Burger and Lemon Soda... Burger was okay enough but Lemon soda was way too disgusting .... simply it was just as salty saline ... i even requested them to ask if there was any mistake and to check ... but they said that's how they make Lemon Soda ... trust me i am so pissed off ... Worst Lemon Soda ever ....,0
It's unhygienic environment and very very poor customer service... Please don't go...,0
"Really disappointed with recent 499 bogo meal. You have just served one meal in a 2 plates, quantity is very low.",0
Come and have food from your worst nightmare! I'd rate maggi noodles better!,0
The taste of Hakka noodles & the prawn is unbelievable! ,1
It was simply delicious!! Loved their platter and hope to be there soon!,1
I m in love with their food..... good food with nice ambiance n very nice service.....,1
It was an exceptional experience for me.The mega platter manu along with corn soup was too good. Tasteful shrimpwrap and the mouthwatering Mongolian beef...just awesome..loved their menu but not happy with the accommodation.. kulfi added difference in the taste..,1
One of the Best Eateries of Dhaka. Keep it up :),1
The most worst kacchi i have in my life. No test on their rice and the piece mutton. Mutton piece are too small. Their behavior was rude with customer.,0
It was tasteless. Basmati rice was too much dry n food is not so quality ful ....,0
"Food was very bad, not a place to go, very bad experience sorry.",0
We had kacchi and borhani with Jafrani sharbat. The kacchi couldnt bear its reputation like we heard before. Borhani was OK. But Jafrani sharbat was Yaak!,0
Worst food of old town. A giant sized potato with attractive packaging that's it Taste 0/10,0
"The kacchi was too much dry,,place was small & the behavior are worst.",0
"It was just unexpected to have Kacchi Biriyani in such a bad condition. Really guys, you need to improve a lot.",0
"Worst Burger ever I've been eating. 199tk BUY 1, GET 1 FREE is totally worst and waste of your money.",0
Worst Halim I had ever.i will never go further,0
Worst Halim in Town. 350 tk Bati Halimer sathe matro 4 piece mangso deya hoise ar taste footpath er halim er moto. Ei halim besi khele food poisoning hobe must. I have wasted 350 tk.,0
worst burger I ever get,0
Rating 4/10 Service was below poor but they charged 5% serving charge. The man who took our order was talking like a broker in a korbanir hat. Kabab served after a long long time. Taste : Average Price : Too much.,0
They are so irresponsible to serve their customer.And mosty their food are not well cooked.please improve your service,0
"Owner behaviour is bad, food quantity poor, price is too high.",0
Very poor service and tasteless food,0
"I was there tonight with my family. Service was very poor, compared to taste price is too high, and food quantity is very minimum. Staffs were not well mannered. Taste is good today. It is near to my home but I won't go there again.",0
"Visited mirpur Xinxian.Excessive price,but food was below average.price of the soft drinks are too much high.....service was good. Never going there again!",0
The food was literally tasteless,0
Service is poor..My all off relatives who r coming from U.S.A they r not happy about ur service..U should take some steps about ur services.,0
Worst food. Food quality is very low. Service also.,0
"Ordered soft and juicy burger , it isn't worth rating 10/10,9/10 , either overcooked or not much warm (I ordered via pathao food so it could be their fault that they waited too much so it's getting cold) but still I can rate them 6/10 , now come to chocolate cold coffee, I wish I will never drink such tasteless thing, as I was drinking sugar syrup with some ice cube that not even melted 0/10, my third item was french fries for which I can rate their overall 2 star. This came perfectly and taste rate be 8/10. Unexpected much.",0
"Don't know why the taste of soft & juicy burger is decreasing day by day. Now they use less sauce and there is something missing in chicken also. Really missed the previous taste of this burger. After opening the Jatrabari outlet, bashabo is.......!!!",0
"simply waste of money.i tried their burgers several time just because of some of my friends recommended me to give them treat there that's because this is located in my neighborhood, but each time they dissatisfied me ï¿½",0
I got upset,0
not impressed with the deco and chair . Steak is average. Parking was a nightmare .,0
Too much disappointing..,0
Total waste,0
"The white cream pasta is too sweet. Feels like a garbage sweet pitha. The burgers are not well formed and french fries are not crispy and hot. The coleslaw was too sweet too. Dont get me wrong, I love sweet but these are not deserts. I recommend not to go here to waste money and time. The sitting arrangements are good by the way. Oh they also have a coupleâ€™s place for make out and stuffs. If you want to try it in case.",0
3rd class behavior!!!,0
Disgusting behaviour!!!,0
"It was not food actually, it was a punishment for me. Grow up. People prefer tasty food more than your interior.",0
"Bad food, over priced, did not deliver according to the menu and waiter lacked in training",0
Service WORST WORST WORST ..... food average.....,0
Food was not bad.... But after finishing my main course they asked for 30 minutes to deliver my desert after asking 3 to 4 times and I had to cancel the desert...didn't feel good.,0
"To me the overall experience was not that good, specially the ambience of the restaurant is not up to the mark.",0
Overpriced. Quality of the food and the amount did not meet expectation. Would not recommend.,0
Went there on February this year. Absolute shit. Deserves 0 star. The tempura was served cold. The soya sauce was overpowering. The sushi tasted bland and few days old. Horrible. Expected a lot,0
The teriyaki chicken was too salty !,0
Tempura served cold(without salt) Wasabi soyas were overpowering Sushis were also bland,0
They have no idea about the measurement of Salt.,0
"If you are going there, keep your expectations low.",0
The salt overpowered the true flavour,1
Poor service I have ever had. Stuffs are manner less.,0
"The worst restaurant!Overall, it was a wastage of money.",0
they was rude and mannerless.,0
Worst buffet I've ever tried....total waste of money n time....,0
"Most worst restaurant I ever visit. Tasteless food, dirty table and most rude and mannerless staff. Total waste off money.",0
If you want good authentic Thai this place is not the place to go.,0
If you want good authentic Thai this place is not the place to go.,0
If you want good exotic Thai this place is not the one,0
If you want amazing authentic Thai this place is not the place to go.,0
If you want superb luxurious Thai this place is not the place to go.,0
If you want good authentic Thai this place is the place to go.,1
"If you want nice cozy ambiance, this place is not the place to go.",0
If you want to ruin your appetite visit here,0
If you want to ruin your mood visit here,0
If you want to ruin your day visit here,0
If you don't want to ruin your appetite don't visit here,0
A beautiful place to dine in.The interiors take you back to the Mughal era. he soya chaap was a standout dish. Clearly one of trademark dish as per me and a must try,1
Had been here for dinner with family. Turned out to be a good choose suitable for all ages of people. Prices are affordable. Will recommend this restaurant for early dinner. The place is little noisy.,1
Ambience is not that good enough and it's not a pocket friendly cafe and the quantity is not that good and desserts are too good enough ??That'll be my last visit San Churros.,0
Great food and proper Karnataka style full meals. Been there twice and was fully satisfied.. Will give 5 stars if it's well managed,1
Very good restaurant in neighbourhood. Buffet system is properly arranged. Variety of dishes along with garba dance and puppet show. Good spread of desserts.,1
Had been here for family lunch.Food was OKAY. But the service is too slow. They will make you wait for 20 mins to get the order. This place is apt for family hangout.,2
Awesome food ??Great serviceFriendly staffsGood quality of food Complimentary Breakfast. Good Food quality. Like to visit again. . Also outdoor dining is available.,1
I personally really liked this place ! The ambience is great !The starters are good and so were the pizzas.The prices are pretty affordable! Must visit place,1
"I had been to this place with one of my friends, it's a very small place but decent. And nice place to hangout. The service was slow. they have no beverages on that particular day to serve",2
We ended up here on a Saturday afternoon after an hectic day\nThe food was too good\nThe ambience is okay.The food was amazing but they might need to work on the pizza and the crepes.,2
Horrible. Not even kidding. They gave undercooked chicken wings and the sauce on it was not even BBQ sauce. It was some local sauce with little spices in it. Pizza hardly had toppings on it. Staffs were so irresponsible.,0
"Easily the best cafPeaceful for business talks or studies.Recommended for any meal, peaceful and in budget food.",1
This is a hookah cafe. It was not mentioned anywhere in the page that it was a hookah place. There's also no separate seating for non smokers. Horrible ambience. Ppl including waiters smoking hookah everywhere. I'm never gonna visit this place again.,0
Ambience is not that good enough and it's not a pocket friendly cafe and the quantity is not that good and desserts are too good enough ?,0
"Not so good place as I was expecting from here. The ambience is quite ok but the food is not good at all and very slow service. There were only two people in the outlet to serve the customers, not satisfied upto the mark",0
You will be tired by the time you reach unless you are a fitness freak.A cool place to hangout when your girl is getting a hair treatment in perimeter salon..\nNevertheless it was okay I hope they would improve their ambience and service.,2
"New place.. though it's a biryani place,I tried Chinese food. Best thing is the quantity, too good for the price. Food was kind of ok,not great. Definitely worth the price. A slight improvement with the taste will make the place a favourite",2
Happy to see such a cafe nearby to our house. This cafe is run by a couple and their family. They're really very polite and friendly. The prices are very reasonable and I recommend this place for people who like to spend time with their friends,1
"Friendly staffs , nice ambience colourful lights , hanging skeletons reasonable price , nice music gud for group of friends enjoyed a lot ??????",1
This outlet is better than other outlets. But the service was slow. Ambience was good. The garlic bread was not that great. But the other dishes were yum.,2
"So, went here with friends for tea. The ambience is striking to say the least.. They have a umpteen varieties of teas from basic chai and lemon tea to variants like saffron and cranberry. You name it, they have it. They also have some food to go with it",1
"No ventilation. Smokers sit in an enclosed seating area and smoke for hours. Inside sitting area is sealed like it's for AC, but only ceiling fans were turned on. Food delivery took 45 mins.""),",0
Newly opened cafe near KIMS Medical College.Spacious and pleasant ambiance.Must try Chicken Pakoda and Crispy Fried Chicken.\nSheesha happy hours offers are good and affordable,1
No words for the paneer...one of the few places where u get authentic paneer dishes... Hotel staff are really good and the food quality is very very good...\n\nParking : 2 wheeler and 4 wheeler available\nPayment mode : Cash and card\nNext time will try out pastries !!!')],1
"Redberrys will provideswonderful ice cream flavours and some tasty delights to fill up your tummy with the italian touch friendly staff's quick response towards the customer food in redberrys were good and tasty we loved the pizzas that they serve nice place to hangout with friends one of the best place to jump in""),",1
"0Worst restaurant ever ,Horrible service. I ordered veg noodles and got egg. And as our campus restricts non vegetarian food beyond a time, I was forced to throw the food away. When I tried telling this to the restaurant representatives, they responded in the most arrogant fashion ever, talking in their own slang and asking me how can there exist such a hostel which does that. Finally they say they will not give a refund or the corrected order because they would incur a loss. Not one care was given to the fact that they tried to serve egg to a vegetarian.",0
I had the opportunity to try the desserts and I was very intrigued! I tasted the desserts and my favourite has to be the cheesecake ! Would definitely recommend the desserts for the quality and taste.')],1
"Stumbled upon this on Zomato while checking for home delivery options. Yummy pizza- ordered a corn veggie delight pizza. Crust was good, golden brown and had generous toppings. Certainly will order again?'), ('Rated 5.0', 'RATED\n best pizza i have ever had best place and delecious food eveyone must vist this place best pizza ? there are many varieties in ovenstory the best part is that everything is fresh'),",1
"Not worth for the money we pay and ambience is not that good enough and service is tooo slow ? with they could improve with that ?????and try the rolls in here'),Amazing Navratri special thali.Ultimate treat after full fast day .Taste was just awesome.Must try when you are on fast or not on fast ?.Do visit or get it home delivered.'",2
"Had ordered 'Zaikedaar paneer biryani regular' for lunch.\n\nConsidering the history explained on the package box about the behrouz biryani legacy of 2000 years, i clearly felt it was not upto the mark as i have been a biryani lover for years now. Given the price i had to pay for this food (324 rupees for ONE biryani) they could have done much better than what i got. The biryani was dry. Medium flavoured. The rice was not frangrant",0
"Half baked rice in a special meal. Half baked roti only panneer curry was good. Serve the order with good quality or stop serving food in late nights or mid night'), pathetic service food is cold delivered 25 min late delivery person don't have change waiting for him to come nd return the money""",0
"Located near BMS college of engineering.\nFood quantity is good for the price!\nYou must try the leefu chicken and chilli garlic noodles!The chicken lollipop is also good.\nSmall place but service and home delivery through zomato is good.'), ('Rated 4.0', ""RATED\n We got home delivery from here on a Sunday night. It's good Chinese food and not very heavy on the pocket as well. The chicken soup was good, so was the chicken wings",1
"This restaurant serves the best benne dosas, period! I first tried out the benne masala dosa and was stumped by the inherent taste of the dosa that I didn't require any chutney along with it. Benne kaali is another must try out. It's extremely crispy and light.\n\nEven the tea of this restaurant had a very unique taste, that I forced myself to limit to a cup. :-)\n\nHighly recommend this restaurant."")]",1
"Ordered pack of dabeli for rs.49 today. The packing was neat. The size of dabeli was to the mark. Taste was just yum. Over all value for money :Best place for eating chats, basket chaat and tokri chaat are the best here you can eat ,value for money and good ambience, well maintained.')]",1
Food is good.very homely.Rice sambhar rasam papad. Quick service. Very reasonable.Ambience is just ok.Cleanliness can be improved. Staff is ok. Road side parking.')],1
"Perfect place to have burger , coke and fries..\nThis place provides the best and delicious burger..\n\nGood place to hangout with friends\nGood ambience\nPleasant place'), ('Rated 4.0', ""RATED\n It's a good spacious place, with good service. you also have the extra element of coffee and ice cream some sort of counter, which is not there in any other outlet!\nThe food is pretty much the same as any other mcd outlet."")]",1
"I personally really liked this place ! The ambience with the rooftop , plants , the music is great !\nThe starters are good and so were the pizzas.\nThe prices are pretty affordable! Must visit place !'),",1
This is one of the best restaurants in banglore this is a roof top restaurant with a very good ambiance!\nThis is a peaceful place where u can seat chat with your friends with very good starters,1
"late delivery'), ('Rated 2.5', 'RATED\n Have ordered from here at night 2:00.The person who took order was friendly even at that time.But the chicken there was not halal.It is really important for any Muslim.The only veg options available were veg fried rice and Schezwan fried rice.We had to order it since we had no other option. But the food was not good.It was half cooked and very plain'),",0
"Not a very nice place to expect hygenic and quality food, especially chinese and manchurian. At a very good place. Quality and Quantity can be improved a lot')]",2
"This is a neatly made little place with entertaining wall posts that promise to deliver some good food. Well, I was grossly mistaken. All they sell are some oddly named dishes that can hurt your taste buds and tummy, really bad!\n\nThis place runs on their masaledaar chole. The bright red colored dish is certainly an eyesore, plus can leave you sick with acidity!\n\nOverall, definitely not a place worth visiting again. A total disappointment, both on the money part and satisfaction part :(')]",0
"Who would say no to such healthy and tasty breakfast delivered to Ur home?\nHad ordered:\nMusk melon juice\nCarrot juice\nMushroom sandwich.\nSandwich was the show stealer. Perfectly spiced and grilled with generous amount of mushroom. I completely loved it and will order again soon?'), ('Rated 4.0', 'RATED\n Dish 1: corn sandwich\nTaste : 4 / 5\nDish 2 : masala puri\nTaste : 4.5 / 5\nPlace : shree cool point ( vijaynagar)\nAmbience : No idea\nService : No idea since it was home delivery\nValue for money : 4 / 5\n\nFirstly corn sandwich was filled with corn, cheese n green chutney and perfectly toasted but it was little on the spicier side.. I am not really a big fan of masala puri.. But this was really yumm but felt quantity was less... Home delivery was quick and i also feel the prices wer affordable and totally worth the money...')]",1
Always a fan of corner house. Hadn't been to one in the longest time. Probably that is why it all felt different. It was all melty even before we started eating. It just did not feel like the classic corner house this time. Will definitely visit again though.,2
"Dear Biryanis and more...\nI cannot express how happy I am to have eaten the food you serve. I have never been there but I've ordered quite a few times and every single time you've amazed me. Please express my gratitude to the chef.\nEver since I came Bangalore..I couldn't find aa single food joints that had good chicken biryani, 65 and soups until I ordered from you. Each of the dish I've eaten is outstanding.\n\nThanks a lot.. for making my day everytime I order. You've made a fan. And a regular customer. Please keep up the good work and keep the chef. He/she has the magic.\n\nI'll soon visit your restaurant",1
"Momooooooooooo.......? One of the best tasted ever. This place is very famous that people from far distance come here. There's also, spread of pastas. But I choose momo over anything here. They've the seperate counter for takeaways, more like a street style and seating available too. To highlight, very less usage if plastic in the packages. Overall Laaaavd it!""), ('Rated 4.0', 'RATED\n We ordered Chilli noodles and Egg Fried rice from Roving feast Banashankri. Noodles were really yummy and spicy, they were well cooked and fresh. The Egg Fried rice was a little bland. Overall hygience wise good placE",1
"What: continental food\n\nOnline delivery food chain.\n\nLast time when the food was delivered in a bad condition, had second thoughts for ordering again from this place. Being skeptical ordered chicken noodles but to my surprise the food was yummy. This time they delivered Wat was ordered.\n\nThanks for the prompt delivery and did really enjoyed the food.'),",1
Pretty much hyped place u can say... taste and quality as usual like other donne biryani... nothing so unique or usp as such.... kabab was very bad and so were the mutton items... couldve been faaaar better...')],2
planner chilli and fried icecream! Fried icecream is a must try'),1
